episode,total_reward
121,-217.37423674465006
122,-220.3935887799961
123,-255.31211530687318
124,-206.56396863610598
125,-233.1940391056532
126,-217.39138187635723
127,-213.0671529512516
128,-201.2962527676808
129,-235.90611660454314
130,-219.2764069770828
131,-583.9097578872485
132,-1115.1907309548217
133,-692.1039683199292
134,-3.995648378518105
135,-128.7935653960605
136,-87.86113271556303
137,-147.84717553780385
138,-136.9614962440121
139,-139.1084206982133
140,-151.14700835220594
141,-160.9912316046088
142,-163.42754217249
143,-171.480358894388
144,-145.2728607058484
145,-168.74661379866254
146,-139.22671231209497
147,-179.13228412634345
148,-170.4598879510574
149,-187.44481133668984
150,-185.36397090995501
151,-186.2393500926412
152,-180.23225881730522
153,-203.6678107380081
154,-181.01350115474958
155,-180.14054439929163
156,-178.20741000398854
157,-180.78906142145087
158,-185.90725535686545
159,-182.9663837541757
160,-210.5861401574918
161,-195.00928546243642
162,-188.72265591514676
163,-219.66338640209776
164,-193.12417289699434
165,-211.79942928949646
166,-216.26173474046712
167,-212.56403942213518
168,-229.78024707127628
169,-220.27924287485754
170,-209.36109187662709
171,-198.26065016930596
172,-174.15616900846175
173,-194.61601414191824
174,-201.7191694595023
175,-198.5062019385792
176,-203.38407531669364
177,-203.14239400642498
178,-229.5870383500917
179,-192.20634390382725
180,-195.57984795856112
181,-218.33755713571128
182,-186.09365991540727
183,-207.4300373892373
184,-201.0405136567223
185,-216.6017909898892
186,-197.94045510508238
187,-209.8078785898408
188,-236.34993556827015
189,-208.4965072393812
190,-203.67868914358934
191,-215.33496968375007
192,-194.85163813462214
193,-201.900349012758
194,-223.99047930982164
195,-194.54785732678906
196,-195.959369886692
197,-243.2818029352099
198,-217.53306069501951
199,-221.96116059180443
200,-229.81842845943447
201,-210.19685646015787
202,-185.87822264413433
203,-193.03012189631184
204,-191.86777534687604
205,-248.39945961175155
206,-216.426350841926
207,-219.83827651962923
208,-200.10113547261045
209,-214.65885689386238
210,-228.26640256668043
211,-225.37639049682954
212,-238.05366216821153
213,-228.03202800960423
214,-225.40226015862828
215,-197.4606261356531
216,-191.96411199863593
217,-204.53347632631952
218,-234.49430816500382
219,-212.77407139467704
220,-227.0454419276247
221,-219.36554295660508
222,-246.1800922455248
223,-190.00104836734528
224,-198.59330957293355
225,-212.12166164501403
226,-200.65784525439204
227,-219.331029038795
228,-220.0280381124873
229,-199.74983232977888
230,-208.48374336949897
231,-179.8046082388745
232,-141.8752725887581
233,-204.3662558888493
234,-207.8677126675001
235,-182.15293745172994
236,-202.893410610839
237,-210.78770130386934
238,-204.54836786835892
239,-243.41528695871793
240,-198.53019906668743
241,-226.95888558640038
242,-218.0386770460765
243,-216.19922591128844
244,-215.37960621739467
245,-213.90253447376733
246,-239.91200046096947
247,-221.1809579980821
248,-199.4749537723469
249,-235.69871577245726
250,-228.44333743096735
251,-220.04319330952808
252,-223.73071491246452
253,-241.65052450474457
254,-200.67490245609167
255,-189.73706870451397
256,-164.14613345567153
257,-186.15753962147812
258,-208.69629732774712
259,-186.13336286225393
260,-202.00983032561743
261,-180.47389731935223
262,-205.27069121153704
263,-204.64706299461213
264,-193.02428696314456
265,-200.25655318098916
266,-202.15588262063943
267,-228.87892586318958
268,-213.048266273907
269,-209.17634201976256
270,-196.7541000269115
271,-220.97542002166716
272,-208.41799496057587
273,-224.1943512514919
274,-223.89447217440653
275,-204.1900029786874
276,-229.3431879631175
277,-228.35831873882773
278,-218.23275875614388
279,-186.0874651449456
280,-237.60292104587344
281,-256.6987387464868
282,-210.55979752073162
283,-206.52061160846915
284,-233.66126789790508
285,-208.35065205370233
286,-237.3871046538826
287,-210.0772445178468
288,-222.2349364046034
289,-216.04957171596928
290,-228.1781938500257
291,-206.30708019154827
292,-201.42158667723632
293,-221.02104414380534
294,-207.3515647607628
295,-216.54600592446084
296,-221.70308574562847
297,-209.24254016686362
298,-197.3022166199985
299,-215.1076013286455
300,-218.26951278775445
301,-195.66643253850162
302,-211.94428859075612
303,-213.47489767796492
304,-196.1940568718733
305,-197.3360823845827
306,-174.74992092399
307,-202.04576493843882
308,-223.5953674056523
309,-214.01302617367003
310,-203.0128541367491
311,-194.7450882159405
312,-233.86669202288687
313,-228.9985399218221
314,-217.78425089446472
315,-217.79944113950324
316,-216.01063989114863
317,-212.89068529899717
318,-203.6854784398143
319,-199.42733523142044
320,-208.92287063509977
321,-214.27374314585887
322,-200.48646507019038
323,-206.60245624842472
324,-217.89914814596713
325,-214.27400091181642
326,-221.15029163247397
327,-188.1765012930877
328,-215.847621270486
329,-216.44726244076446
330,-238.27439627557106
331,-220.2130816635116
332,-211.0073878937057
333,-208.4371902414506
334,-213.03046265717649
335,-243.78727264380993
336,-217.96009070057218
337,-214.52523949574294
338,-203.1480556571666
339,-220.5993753367833
340,-227.80829391999978
341,-203.408556576987
342,-208.2287769236804
343,-191.46992291950374
344,-211.5442741289501
345,-210.50966894705192
346,-220.14679115914439
347,-212.0592726959254
348,-204.37757090532835
349,-209.97508649382382
350,-221.33018042222366
351,-208.6967078428265
352,-200.56030173083565
353,-207.48342217833658
354,-203.8188704162074
355,-234.60467056885605
356,-241.76723646916727
357,-250.0030254701902
358,-224.2004584865048
359,-242.2310616945875
360,-252.24685499988738
361,-228.16653542893857
362,-236.99127555579003
363,-209.73462234160894
364,-211.0916658876028
365,-231.9358309939934
366,-215.24192874669194
367,-230.72831815810991
368,-230.79437530698942
369,-191.00857130048064
370,-227.4828510096953
371,-231.48755855555177
372,-209.61232115604395
373,-229.85114264907327
374,-229.0696330556896
375,-219.58092411143463
376,-253.8289339679256
377,-218.6870552706862
378,-226.0429724761147
379,-226.07692734978087
380,-254.93426504216893
381,-228.26441410715103
382,-237.9611194513348
383,-219.9975086177196
384,-240.85687301683407
385,-218.55650769956534
386,-227.04543655910737
387,-209.9735002007806
388,-215.42194404447395
389,-215.58192202685441
390,-208.6578063895641
391,-206.46910824467304
392,-234.7074251525406
393,-209.92047398686037
394,-216.61619670425287
395,-238.71500738075937
396,-241.62606699035896
397,-227.0129251149276
398,-225.99523133511218
399,-214.6192000226327
400,-191.3332687738253
401,-209.74533199844
402,-221.43789687355297
403,-267.9068908336576
404,-242.44129175380755
405,-236.90210513848774
406,-201.05124010389812
407,-206.84436298618186
408,-217.66338392397535
409,-203.24894575424202
410,-216.08950164749555
411,-213.09390498198374
412,-222.47871353717755
413,-213.70800565183012
414,-213.40944654122433
415,-169.05351131485457
416,-222.37684664503206
417,-184.48562657920354
418,-229.0337629503054
419,31.2586685367256
420,-106.44429476475568
421,-146.65799902200337
422,-198.5693821117935
423,-198.75970598098604
424,-199.01010812148934
425,-217.75197696049693
426,-207.54577542764002
427,-207.1128880988244
428,-200.99518546516055
429,-167.75747015142952
430,-125.1699639385769
431,-127.45127582327741
432,-221.6988523382728
433,-218.5492147671094
434,-241.32599054694595
435,-208.4372421304192
436,-222.51284022973704
437,-220.1230174275334
438,-222.91555259543
439,-226.8655455410605
440,-212.14765000070042
441,-205.0079578114017
442,-237.17893581692653
443,-226.4560758112001
444,-196.59955528771147
445,-214.4259345673252
446,-223.6567139540665
447,-230.59149259496567
448,-213.62981147969234
449,-173.39549581756904
450,-223.28875374474265
451,-183.19460542612262
452,-201.94189959073833
453,-227.21647928959788
454,-193.8581482437782
455,-229.10972996533243
456,-203.0129707812847
457,-193.8957386901599
458,-304.510775999543
459,-257.5644406269286
460,-256.7427438576483
461,-254.22587692305936
462,-257.41550691085195
463,-292.94222668116373
464,-251.6891218853359
465,-257.07010761593926
466,-251.46642220229376
467,-246.9008273831328
468,-251.87276841629256
469,-271.7101879844084
470,-247.18197850631407
471,-249.77777006589565
472,-258.95778041151334
473,-220.34590690519812
474,-163.03683520763414
475,-236.05333553676468
476,-210.006766787344
477,-155.22493761582916
478,-140.79087655538666
479,-218.25486769605158
480,-264.17165146572677
481,-262.5503084388518
482,-244.48418847004552
483,-218.4424305585021
484,-187.05415195230609
485,-215.65044127169165
486,-234.4005356237151
487,-191.0695546121099
488,-112.35231137523584
489,-151.22647258225973
490,-262.39975422638054
491,-261.61870994244816
492,-234.90911494795512
493,-288.06878503223857
494,-254.45450151939576
495,-247.44377865703217
496,-255.3056215786837
497,-156.66727983392389
498,-323.9946321433945
499,-31.69381052971105
500,-10.210991881579709
501,-24.731827852978896
502,-248.60612797045712
503,-246.48728592273662
504,-222.02708419334817
505,-228.45177734156186
506,-197.36753128074687
507,-233.28131328604582
508,-227.58437258266176
509,-244.21328062330966
510,-232.4561430802309
511,-245.612739039262
512,-249.01127015414815
513,-252.97014961923884
514,-249.21888011904122
515,-211.9200124271473
516,-254.89265671989617
517,-245.020350363052
518,-257.21021742607115
519,-173.90272061664507
520,-203.46857594087888
521,-183.17768213625564
522,-113.26947494356274
523,-152.63581838415718
524,-188.08666202407156
525,-151.20174098401935
526,-213.65273599759067
527,-232.27642630936955
528,-180.465736149117
529,-222.43276429629208
530,-119.17823703990894
531,-10.775402912842658
532,-7.144711327015571
533,-311.401121261678
534,0.0
535,21.46329294678484
536,-80.66480027732527
537,1.592288653152643
538,-123.85642311933199
539,-119.67281929943239
540,-99.45997753673615
541,-134.02965276761955
542,-170.84312799166446
543,-185.85148027332508
544,-210.60923378845382
545,-217.75923354665167
546,-254.38339849831755
547,-238.23877628555124
548,-231.50253248917005
549,-254.97477220731878
550,-234.32283672318488
551,-229.1116801590971
552,-261.83658431117794
553,-233.64900622582118
554,-251.82463137323816
555,-254.3386008828759
556,-251.65097258854917
557,-252.94519953629967
558,-264.5037398298387
559,-253.9351014062923
560,-188.4837562660115
561,-225.02472650847076
562,-243.19669787797795
563,-258.1429240465418
564,-254.2918807507562
565,-273.2755724687124
566,-262.465028553084
567,-232.9882879729961
568,-244.92736327784888
569,-254.20966129767632
570,-239.47940936465534
571,-242.6721335689756
572,-232.4292661151303
573,-249.99924841121765
574,-244.06973221068125
575,-245.59469793179375
576,-237.82913149518632
577,-261.18947494467636
578,-254.37519754919632
579,-242.59678142193752
580,-235.668260146901
581,-273.77223486947764
582,-241.08373711712676
583,-272.14761304045226
584,-252.6557411380965
585,-269.0571741220106
586,-242.56587886000904
587,-257.4409538372687
588,-244.76039861590476
589,-261.95850047125555
590,-234.11586334455217
591,-265.38187367262606
592,-234.46110816801064
593,-242.1223321325934
594,-249.07817124973144
595,-257.3831981691028
596,-248.44697619656586
597,-267.99088910455913
598,-172.92268091635373
599,-248.21161275527857
600,-254.48247976434203
601,-257.5568921965888
602,-248.89184173054198
603,-247.82419556241643
604,-242.79660281730696
605,-239.77383339284282
606,-231.85788335960586
607,-263.2796545045069
608,-239.3384144656384
609,-236.71221044144636
610,-240.7845613698841
611,-243.35858907474875
612,-253.51884731901268
613,-240.76043574920214
614,-230.98012404888618
615,-217.4529088591686
616,-253.0927658704473
617,-226.006382214213
618,-236.20085468367554
619,-238.08662794320156
620,-243.4514637441101
621,-259.35723216374095
622,-257.8339547004157
623,-247.91355591155582
624,-240.81606945408814
625,-240.2195672002691
626,-256.1293853534553
627,-253.39844667051955
628,-233.87910514902174
629,-253.3020586179617
630,-242.00678927580466
631,-270.5941430547048
632,-251.70079912483175
633,-180.1892647853051
634,-220.34119295638334
635,-250.41342258022453
636,-251.2122649101692
637,-239.2088144660556
638,-262.4376595809266
639,-261.8426917367593
640,-258.75858335563
641,-271.48054406245774
642,-251.2943353466099
643,-240.03227195539404
644,-270.50980147480493
645,-233.04200411383903
646,-256.05979938783673
647,-295.3459269773634
648,-255.61581578917725
649,-255.36460024227546
650,-261.11944387962063
651,-235.62702898409208
652,-265.40914543768804
653,-251.82895216038327
654,-282.1249070399221
655,-262.7336200949071
656,-270.63978464982404
657,-260.0457809685986
658,-283.8075642874104
659,-275.73632722552645
660,-263.49179627393687
661,-260.6938902736144
662,-292.31691521619564
663,-263.06046744949384
664,-255.24904967639995
665,-264.7339551704554
666,-266.303865446862
667,-273.20521862627214
668,-261.62808777288944
669,-261.6415429913121
670,-267.59935685572214
671,-269.91403964199367
672,-253.61020424743003
673,-270.5795757728036
674,-264.81525090575747
675,-252.24123250922474
